timestamp,platform_type,platform_model,platform_id,mission_type,zone,event_details,weapons_used,detections,casualties_reported,battery_or_fuel,mission_outcome,summary
2025-03-21 04:24:38,Jet,MiG-29,MiG-29-305,Reconnaissance,Corridor 7,Camera capture: collected 477 images. Detected 1 suspicious object(s).,Thermal Sensor,477,0,66% fuel,Return to Base - Low Fuel,MiG-29-305 performed Reconnaissance in Corridor 7. Detected 477 suspicious objects. Outcome: Return to Base - Low Fuel
2024-10-22 16:40:38,Jet,Typhoon,Typhoon-923,Surveillance,Checkpoint Delta,RADAR capture: collected 125 images. Detected 3 suspicious object(s).,Thermal Sensor,125,0,16% fuel,Return to Base - Low Fuel,Typhoon-923 performed Surveillance in Checkpoint Delta. Detected 125 suspicious objects. Outcome: Return to Base - Low Fuel
2025-03-22 09:39:38,Drone,MQ-9,MQ-9-69,Surveillance,Checkpoint Delta,RADAR capture: collected 354 images. Detected 1 suspicious object(s).,None,354,0,91% battery,Return to Base - Low Fuel,MQ-9-69 performed Surveillance in Checkpoint Delta. Detected 354 suspicious objects. Outcome: Return to Base - Low Fuel
2025-07-29 05:12:38,Drone,Grey Eagle,Grey Eagle-30,Electronic Warfare,Sector A1,Engagement: fired Missile at radar installation. Confirmed hits: 0. Estimated casualties: 5.,Missile,0,5,69% battery,Return to Base - Low Fuel,Grey Eagle-30 conducted a Electronic Warfare in Sector A1. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2024-10-03 21:23:38,Jet,F-18,F-18-219,Reconnaissance,Sector A1,Camera capture: collected 69 images. No suspicious objects detected.,Unguided Rocket,0,0,22% fuel,Aborted - Mechanical,F-18-219 performed Reconnaissance in Sector A1. No suspicious objects detected. Outcome: Aborted - Mechanical
2025-04-15 07:58:38,Jet,JAS 39,JAS 39-529,Close Air Support,Sector B1,Engagement: fired Cannon at hostile personnel. Confirmed hits: 1. Estimated casualties: 0.,Cannon,0,0,93% fuel,Aborted - Mechanical,JAS 39-529 conducted a Close Air Support in Sector B1. Weapons used: Cannon. Outcome: Aborted - Mechanical
2025-08-31 23:26:38,Jet,F-18,F-18-341,Strike/Attack,Sector A2,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 2. Estimated casualties: 1.,Precision-Guided Munition,0,1,29% fuel,Return to Base - Low Fuel,F-18-341 conducted a Strike/Attack in Sector A2. Weapons used: Precision-Guided Munition. Outcome: Return to Base - Low Fuel
2024-09-24 13:42:38,Jet,F-16,F-16-778,Reconnaissance,Hilltop 4,Camera capture: collected 180 images. Detected 1 suspicious object(s).,Precision-Guided Munition,180,0,77% fuel,Mission Completed,F-16-778 performed Reconnaissance in Hilltop 4. Detected 180 suspicious objects. Outcome: Mission Completed
2024-11-29 06:52:38,Drone,Hermes 450,Hermes 450-28,Reconnaissance,Zone X5,Camera capture: collected 151 images. No suspicious objects detected.,None,0,0,32% battery,Mission Completed,Hermes 450-28 performed Reconnaissance in Zone X5. No suspicious objects detected. Outcome: Mission Completed
2025-07-12 21:53:38,Drone,MQ-1,MQ-1-2,Strike/Attack,Sector B2,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 0. Estimated casualties: 0.,Unguided Rocket,0,0,63% battery,Target Engaged,MQ-1-2 conducted a Strike/Attack in Sector B2. Weapons used: Unguided Rocket. Outcome: Target Engaged
2025-07-14 15:20:38,Drone,Bayraktar,Bayraktar-58,Strike/Attack,Corridor 7,Engagement: fired Missile at radar installation. Confirmed hits: 0. Estimated casualties: 5.,Missile,0,5,94% battery,Target Engaged,Bayraktar-58 conducted a Strike/Attack in Corridor 7. Weapons used: Missile. Outcome: Target Engaged
2025-04-21 08:58:38,Jet,F-16,F-16-162,Electronic Warfare,Perimeter North,Engagement: fired Cannon at hostile personnel. Confirmed hits: 0. Estimated casualties: 0.,Cannon,0,0,46% fuel,Target Engaged,F-16-162 conducted a Electronic Warfare in Perimeter North. Weapons used: Cannon. Outcome: Target Engaged
2025-06-22 10:12:38,Drone,MQ-1,MQ-1-36,Close Air Support,Hilltop 4,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 2. Estimated casualties: 3.,Unguided Rocket,0,3,87% battery,Target Engaged,MQ-1-36 conducted a Close Air Support in Hilltop 4. Weapons used: Unguided Rocket. Outcome: Target Engaged
2025-04-23 02:48:38,Drone,Grey Eagle,Grey Eagle-84,Close Air Support,Sector B2,Engagement: fired Cannon at enemy outpost. Confirmed hits: 1. Estimated casualties: 2.,Cannon,0,2,61% battery,Aborted - Weather,Grey Eagle-84 conducted a Close Air Support in Sector B2. Weapons used: Cannon. Outcome: Aborted - Weather
2025-03-24 16:35:38,Drone,MQ-9,MQ-9-55,Strike/Attack,Zone X3,Engagement: fired Precision-Guided Munition at hostile personnel. Confirmed hits: 0. Estimated casualties: 0.,Precision-Guided Munition,0,0,21% battery,Target Engaged,MQ-9-55 conducted a Strike/Attack in Zone X3. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-06-29 05:13:38,Jet,MiG-29,MiG-29-669,Surveillance,Hilltop 4,Thermal Sensor capture: collected 353 images. No suspicious objects detected.,Thermal Sensor,0,0,90% fuel,Return to Base - Low Fuel,MiG-29-669 performed Surveillance in Hilltop 4. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2025-03-13 15:28:38,Jet,F-16,F-16-394,Close Air Support,Zone X3,Engagement: fired Missile at radar installation. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,66% fuel,Mission Completed,F-16-394 conducted a Close Air Support in Zone X3. Weapons used: Missile. Outcome: Mission Completed
2025-02-04 06:06:38,Drone,MQ-9,MQ-9-72,Strike/Attack,Sector A2,Engagement: fired Precision-Guided Munition at hostile personnel. Confirmed hits: 1. Estimated casualties: 0.,Precision-Guided Munition,0,0,33% battery,Mission Completed,MQ-9-72 conducted a Strike/Attack in Sector A2. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2024-11-27 06:34:38,Jet,Typhoon,Typhoon-459,Surveillance,Sector B1,Camera capture: collected 215 images. No suspicious objects detected.,Cannon,0,0,86% fuel,Return to Base - Low Fuel,Typhoon-459 performed Surveillance in Sector B1. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2025-04-17 02:13:38,Drone,Grey Eagle,Grey Eagle-68,Reconnaissance,Perimeter North,Thermal Sensor capture: collected 90 images. Detected 2 suspicious object(s).,None,90,0,82% battery,Target Engaged,Grey Eagle-68 performed Reconnaissance in Perimeter North. Detected 90 suspicious objects. Outcome: Target Engaged
2025-08-25 14:09:38,Drone,MQ-1,MQ-1-21,Close Air Support,Sector A1,Engagement: fired Cannon at hostile personnel. Confirmed hits: 2. Estimated casualties: 3.,Cannon,0,3,66% battery,Aborted - Weather,MQ-1-21 conducted a Close Air Support in Sector A1. Weapons used: Cannon. Outcome: Aborted - Weather
2024-11-09 21:35:38,Drone,Hermes 450,Hermes 450-15,Strike/Attack,Perimeter North,Engagement: fired Cannon at radar installation. Confirmed hits: 1. Estimated casualties: 0.,Cannon,0,0,38% battery,Aborted - Weather,Hermes 450-15 conducted a Strike/Attack in Perimeter North. Weapons used: Cannon. Outcome: Aborted - Weather
2024-11-23 20:10:38,Drone,RQ-11,RQ-11-27,Strike/Attack,Sector B2,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 0. Estimated casualties: 2.,Precision-Guided Munition,0,2,65% battery,Mission Completed,RQ-11-27 conducted a Strike/Attack in Sector B2. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-06-28 09:43:38,Jet,JAS 39,JAS 39-820,Reconnaissance,Corridor 7,Thermal Sensor capture: collected 191 images. No suspicious objects detected.,Precision-Guided Munition,0,0,99% fuel,Mission Completed,JAS 39-820 performed Reconnaissance in Corridor 7. No suspicious objects detected. Outcome: Mission Completed
2025-04-22 06:17:38,Drone,Bayraktar,Bayraktar-10,Strike/Attack,Hilltop 4,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 0. Estimated casualties: 2.,Unguided Rocket,0,2,12% battery,Return to Base - Low Fuel,Bayraktar-10 conducted a Strike/Attack in Hilltop 4. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2024-10-30 01:46:38,Drone,Hermes 450,Hermes 450-59,Patrol,Zone X5,Thermal Sensor capture: collected 64 images. Detected 1 suspicious object(s).,None,64,0,77% battery,Mission Completed,Hermes 450-59 performed Patrol in Zone X5. Detected 64 suspicious objects. Outcome: Mission Completed
2024-10-24 04:32:38,Jet,Typhoon,Typhoon-326,Strike/Attack,Sector B1,Engagement: fired Missile at armored vehicle. Confirmed hits: 1. Estimated casualties: 1.,Missile,0,1,98% fuel,Return to Base - Low Fuel,Typhoon-326 conducted a Strike/Attack in Sector B1. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2024-12-24 17:30:38,Drone,MQ-1,MQ-1-14,Reconnaissance,Zone X3,Camera capture: collected 88 images. No suspicious objects detected.,Cannon,0,0,73% battery,Target Engaged,MQ-1-14 performed Reconnaissance in Zone X3. No suspicious objects detected. Outcome: Target Engaged
2025-02-27 08:12:38,Jet,JAS 39,JAS 39-758,Patrol,Hilltop 4,Camera capture: collected 87 images. Detected 4 suspicious object(s).,Missile,87,0,61% fuel,Target Engaged,JAS 39-758 performed Patrol in Hilltop 4. Detected 87 suspicious objects. Outcome: Target Engaged
2024-10-21 21:21:38,Jet,JAS 39,JAS 39-157,Strike/Attack,Corridor 7,Engagement: fired Precision-Guided Munition at hostile personnel. Confirmed hits: 0. Estimated casualties: 1.,Precision-Guided Munition,0,1,41% fuel,Mission Completed,JAS 39-157 conducted a Strike/Attack in Corridor 7. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-05-09 06:27:38,Drone,Hermes 450,Hermes 450-77,Close Air Support,Perimeter North,Engagement: fired Cannon at armored vehicle. Confirmed hits: 1. Estimated casualties: 1.,Cannon,0,1,87% battery,Target Engaged,Hermes 450-77 conducted a Close Air Support in Perimeter North. Weapons used: Cannon. Outcome: Target Engaged
2025-09-14 14:24:38,Drone,RQ-11,RQ-11-58,Surveillance,Zone X5,Camera capture: collected 340 images. No suspicious objects detected.,None,0,0,66% battery,Forced Landing,RQ-11-58 performed Surveillance in Zone X5. No suspicious objects detected. Outcome: Forced Landing
2025-04-11 22:35:38,Drone,MQ-9,MQ-9-48,Strike/Attack,Perimeter North,Engagement: fired Precision-Guided Munition at radar installation. Confirmed hits: 1. Estimated casualties: 0.,Precision-Guided Munition,0,0,52% battery,Mission Completed,MQ-9-48 conducted a Strike/Attack in Perimeter North. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2024-11-29 21:57:38,Jet,Typhoon,Typhoon-358,Patrol,Hilltop 4,Thermal Sensor capture: collected 308 images. No suspicious objects detected.,Thermal Sensor,0,0,88% fuel,No Target Found,Typhoon-358 performed Patrol in Hilltop 4. No suspicious objects detected. Outcome: No Target Found
2025-02-20 05:16:38,Jet,MiG-29,MiG-29-709,Patrol,Sector A2,Camera capture: collected 339 images. Detected 2 suspicious object(s).,Cannon,339,0,94% fuel,Return to Base - Low Fuel,MiG-29-709 performed Patrol in Sector A2. Detected 339 suspicious objects. Outcome: Return to Base - Low Fuel
2025-03-18 12:15:38,Drone,Grey Eagle,Grey Eagle-86,Electronic Warfare,Corridor 7,Engagement: fired Missile at fuel depot. Confirmed hits: 1. Estimated casualties: 1.,Missile,0,1,72% battery,Mission Completed,Grey Eagle-86 conducted a Electronic Warfare in Corridor 7. Weapons used: Missile. Outcome: Mission Completed
2025-06-01 05:45:38,Drone,MQ-1,MQ-1-10,Strike/Attack,Sector A2,Engagement: fired Precision-Guided Munition at radar installation. Confirmed hits: 1. Estimated casualties: 3.,Precision-Guided Munition,0,3,26% battery,Target Engaged,MQ-1-10 conducted a Strike/Attack in Sector A2. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2024-12-08 11:20:38,Drone,MQ-1,MQ-1-24,Patrol,Hilltop 4,Thermal Sensor capture: collected 32 images. Detected 3 suspicious object(s).,None,32,0,40% battery,Return to Base - Low Fuel,MQ-1-24 performed Patrol in Hilltop 4. Detected 32 suspicious objects. Outcome: Return to Base - Low Fuel
2025-02-20 03:49:38,Jet,F-18,F-18-339,Close Air Support,Sector B2,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 2. Estimated casualties: 2.,Unguided Rocket,0,2,41% fuel,Return to Base - Low Fuel,F-18-339 conducted a Close Air Support in Sector B2. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2024-11-23 19:55:38,Jet,MiG-29,MiG-29-936,Reconnaissance,Hilltop 4,Thermal Sensor capture: collected 338 images. Detected 4 suspicious object(s).,Unguided Rocket,338,0,18% fuel,No Target Found,MiG-29-936 performed Reconnaissance in Hilltop 4. Detected 338 suspicious objects. Outcome: No Target Found
2025-05-03 04:01:38,Drone,MQ-9,MQ-9-11,Reconnaissance,Zone X3,Camera capture: collected 435 images. Detected 3 suspicious object(s).,Camera,435,0,67% battery,Return to Base - Low Fuel,MQ-9-11 performed Reconnaissance in Zone X3. Detected 435 suspicious objects. Outcome: Return to Base - Low Fuel
2025-03-24 19:16:38,Drone,Bayraktar,Bayraktar-7,Electronic Warfare,Corridor 7,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,50% battery,Return to Base - Low Fuel,Bayraktar-7 conducted a Electronic Warfare in Corridor 7. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2025-05-14 10:45:38,Jet,MiG-29,MiG-29-240,Surveillance,Zone X3,Thermal Sensor capture: collected 81 images. Detected 4 suspicious object(s).,Unguided Rocket,81,0,5% fuel,Return to Base - Low Fuel,MiG-29-240 performed Surveillance in Zone X3. Detected 81 suspicious objects. Outcome: Return to Base - Low Fuel
2025-07-23 04:19:38,Drone,MQ-9,MQ-9-28,Reconnaissance,Corridor 7,Camera capture: collected 66 images. Detected 1 suspicious object(s).,None,66,0,16% battery,Mission Completed,MQ-9-28 performed Reconnaissance in Corridor 7. Detected 66 suspicious objects. Outcome: Mission Completed
2025-06-15 12:32:38,Jet,F-16,F-16-213,Electronic Warfare,Hilltop 4,Engagement: fired Missile at radar installation. Confirmed hits: 1. Estimated casualties: 1.,Missile,0,1,59% fuel,Mission Completed,F-16-213 conducted a Electronic Warfare in Hilltop 4. Weapons used: Missile. Outcome: Mission Completed
2025-08-21 08:57:38,Jet,MiG-29,MiG-29-684,Electronic Warfare,Sector B1,Engagement: fired Unguided Rocket at radar installation. Confirmed hits: 0. Estimated casualties: 3.,Unguided Rocket,0,3,74% fuel,Target Engaged,MiG-29-684 conducted a Electronic Warfare in Sector B1. Weapons used: Unguided Rocket. Outcome: Target Engaged
2025-03-24 20:39:38,Drone,Bayraktar,Bayraktar-61,Surveillance,Perimeter North,Camera capture: collected 18 images. Detected 2 suspicious object(s).,None,18,0,94% battery,Target Engaged,Bayraktar-61 performed Surveillance in Perimeter North. Detected 18 suspicious objects. Outcome: Target Engaged
2025-03-07 08:03:38,Jet,MiG-29,MiG-29-145,Strike/Attack,Corridor 7,Engagement: fired Cannon at hostile personnel. Confirmed hits: 1. Estimated casualties: 0.,Cannon,0,0,13% fuel,No Target Found,MiG-29-145 conducted a Strike/Attack in Corridor 7. Weapons used: Cannon. Outcome: No Target Found
2024-12-25 13:12:38,Jet,F-16,F-16-400,Reconnaissance,Sector A1,RADAR capture: collected 487 images. Detected 1 suspicious object(s).,Missile,487,0,74% fuel,Target Engaged,F-16-400 performed Reconnaissance in Sector A1. Detected 487 suspicious objects. Outcome: Target Engaged
2024-10-09 08:13:38,Drone,Grey Eagle,Grey Eagle-25,Strike/Attack,Zone X5,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 1. Estimated casualties: 2.,Precision-Guided Munition,0,2,61% battery,No Target Found,Grey Eagle-25 conducted a Strike/Attack in Zone X5. Weapons used: Precision-Guided Munition. Outcome: No Target Found
2025-03-22 04:09:38,Jet,Typhoon,Typhoon-291,Electronic Warfare,Checkpoint Delta,Engagement: fired Cannon at armored vehicle. Confirmed hits: 0. Estimated casualties: 2.,Cannon,0,2,82% fuel,Forced Landing,Typhoon-291 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Cannon. Outcome: Forced Landing
2024-10-24 22:34:38,Drone,Hermes 450,Hermes 450-38,Strike/Attack,Sector A2,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 2. Estimated casualties: 3.,Unguided Rocket,0,3,64% battery,Mission Completed,Hermes 450-38 conducted a Strike/Attack in Sector A2. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-07-26 01:09:38,Jet,Typhoon,Typhoon-557,Surveillance,Zone X5,Camera capture: collected 337 images. No suspicious objects detected.,Cannon,0,0,86% fuel,Aborted - Weather,Typhoon-557 performed Surveillance in Zone X5. No suspicious objects detected. Outcome: Aborted - Weather
2024-10-01 15:56:38,Drone,RQ-11,RQ-11-19,Close Air Support,Checkpoint Delta,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 1. Estimated casualties: 2.,Unguided Rocket,0,2,82% battery,Mission Completed,RQ-11-19 conducted a Close Air Support in Checkpoint Delta. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-04-29 14:28:38,Drone,Grey Eagle,Grey Eagle-58,Strike/Attack,Zone X5,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 2. Estimated casualties: 1.,Unguided Rocket,0,1,93% battery,Mission Completed,Grey Eagle-58 conducted a Strike/Attack in Zone X5. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-06-07 00:50:38,Drone,RQ-11,RQ-11-95,Reconnaissance,Checkpoint Delta,Thermal Sensor capture: collected 297 images. No suspicious objects detected.,None,0,0,100% battery,Target Engaged,RQ-11-95 performed Reconnaissance in Checkpoint Delta. No suspicious objects detected. Outcome: Target Engaged
2024-10-22 02:03:38,Jet,F-18,F-18-304,Surveillance,Sector B1,Camera capture: collected 470 images. Detected 4 suspicious object(s).,Precision-Guided Munition,470,0,92% fuel,Return to Base - Low Fuel,F-18-304 performed Surveillance in Sector B1. Detected 470 suspicious objects. Outcome: Return to Base - Low Fuel
2025-06-18 21:49:38,Jet,Typhoon,Typhoon-826,Surveillance,Corridor 7,RADAR capture: collected 163 images. No suspicious objects detected.,Cannon,0,0,94% fuel,Target Engaged,Typhoon-826 performed Surveillance in Corridor 7. No suspicious objects detected. Outcome: Target Engaged
2024-11-24 19:42:38,Jet,JAS 39,JAS 39-329,Surveillance,Sector B2,Thermal Sensor capture: collected 262 images. No suspicious objects detected.,Unguided Rocket,0,0,78% fuel,Aborted - Mechanical,JAS 39-329 performed Surveillance in Sector B2. No suspicious objects detected. Outcome: Aborted - Mechanical
2025-04-06 10:38:38,Drone,Hermes 450,Hermes 450-12,Surveillance,Zone X3,Thermal Sensor capture: collected 255 images. Detected 3 suspicious object(s).,None,255,0,26% battery,Return to Base - Low Fuel,Hermes 450-12 performed Surveillance in Zone X3. Detected 255 suspicious objects. Outcome: Return to Base - Low Fuel
2025-03-09 16:48:38,Drone,Bayraktar,Bayraktar-60,Patrol,Corridor 7,Camera capture: collected 434 images. No suspicious objects detected.,None,0,0,17% battery,Return to Base - Low Fuel,Bayraktar-60 performed Patrol in Corridor 7. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2025-09-12 19:14:38,Drone,MQ-9,MQ-9-22,Reconnaissance,Zone X5,Camera capture: collected 495 images. Detected 1 suspicious object(s).,None,495,0,91% battery,Return to Base - Low Fuel,MQ-9-22 performed Reconnaissance in Zone X5. Detected 495 suspicious objects. Outcome: Return to Base - Low Fuel
2025-06-14 14:24:38,Jet,MiG-29,MiG-29-740,Strike/Attack,Hilltop 4,Engagement: fired Missile at enemy outpost. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,84% fuel,No Target Found,MiG-29-740 conducted a Strike/Attack in Hilltop 4. Weapons used: Missile. Outcome: No Target Found
2024-10-08 08:41:38,Jet,JAS 39,JAS 39-142,Surveillance,Sector A2,RADAR capture: collected 305 images. Detected 1 suspicious object(s).,Camera,305,0,78% fuel,Aborted - Weather,JAS 39-142 performed Surveillance in Sector A2. Detected 305 suspicious objects. Outcome: Aborted - Weather
2025-08-08 21:22:38,Drone,Bayraktar,Bayraktar-81,Close Air Support,Zone X3,Engagement: fired Cannon at enemy outpost. Confirmed hits: 1. Estimated casualties: 2.,Cannon,0,2,19% battery,No Target Found,Bayraktar-81 conducted a Close Air Support in Zone X3. Weapons used: Cannon. Outcome: No Target Found
2024-12-27 22:30:38,Drone,Bayraktar,Bayraktar-54,Electronic Warfare,Checkpoint Delta,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 1. Estimated casualties: 5.,Unguided Rocket,0,5,54% battery,Return to Base - Low Fuel,Bayraktar-54 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2025-02-24 19:21:38,Drone,MQ-9,MQ-9-66,Close Air Support,Sector A2,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 2. Estimated casualties: 0.,Unguided Rocket,0,0,28% battery,Mission Completed,MQ-9-66 conducted a Close Air Support in Sector A2. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-01-19 17:44:38,Jet,F-18,F-18-984,Close Air Support,Perimeter North,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,68% fuel,Forced Landing,F-18-984 conducted a Close Air Support in Perimeter North. Weapons used: Unguided Rocket. Outcome: Forced Landing
2024-10-31 00:24:38,Jet,F-18,F-18-415,Electronic Warfare,Sector A1,Engagement: fired Missile at hostile personnel. Confirmed hits: 1. Estimated casualties: 3.,Missile,0,3,50% fuel,Mission Completed,F-18-415 conducted a Electronic Warfare in Sector A1. Weapons used: Missile. Outcome: Mission Completed
2025-02-08 04:52:38,Jet,F-18,F-18-711,Patrol,Checkpoint Delta,Thermal Sensor capture: collected 443 images. No suspicious objects detected.,Camera,0,0,38% fuel,No Target Found,F-18-711 performed Patrol in Checkpoint Delta. No suspicious objects detected. Outcome: No Target Found
2025-07-03 05:04:38,Jet,Typhoon,Typhoon-146,Electronic Warfare,Sector A1,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 0. Estimated casualties: 2.,Unguided Rocket,0,2,69% fuel,Target Engaged,Typhoon-146 conducted a Electronic Warfare in Sector A1. Weapons used: Unguided Rocket. Outcome: Target Engaged
2024-11-18 15:17:38,Jet,JAS 39,JAS 39-796,Close Air Support,Sector A2,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,30% fuel,Target Engaged,JAS 39-796 conducted a Close Air Support in Sector A2. Weapons used: Unguided Rocket. Outcome: Target Engaged
2024-11-24 10:13:38,Jet,JAS 39,JAS 39-141,Surveillance,Sector A1,RADAR capture: collected 421 images. Detected 4 suspicious object(s).,Missile,421,0,24% fuel,Target Engaged,JAS 39-141 performed Surveillance in Sector A1. Detected 421 suspicious objects. Outcome: Target Engaged
2025-04-04 07:39:38,Drone,MQ-9,MQ-9-79,Strike/Attack,Sector B1,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 2. Estimated casualties: 5.,Unguided Rocket,0,5,82% battery,Mission Completed,MQ-9-79 conducted a Strike/Attack in Sector B1. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-04-16 06:11:38,Drone,MQ-9,MQ-9-43,Patrol,Sector A2,RADAR capture: collected 417 images. No suspicious objects detected.,None,0,0,93% battery,Return to Base - Low Fuel,MQ-9-43 performed Patrol in Sector A2. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2024-12-11 04:32:38,Drone,Grey Eagle,Grey Eagle-7,Close Air Support,Checkpoint Delta,Engagement: fired Cannon at radar installation. Confirmed hits: 1. Estimated casualties: 5.,Cannon,0,5,41% battery,Mission Completed,Grey Eagle-7 conducted a Close Air Support in Checkpoint Delta. Weapons used: Cannon. Outcome: Mission Completed
2025-04-16 16:18:38,Drone,MQ-1,MQ-1-3,Electronic Warfare,Zone X5,Engagement: fired Cannon at enemy outpost. Confirmed hits: 2. Estimated casualties: 5.,Cannon,0,5,17% battery,No Target Found,MQ-1-3 conducted a Electronic Warfare in Zone X5. Weapons used: Cannon. Outcome: No Target Found
2025-06-11 00:12:38,Drone,Hermes 450,Hermes 450-42,Patrol,Checkpoint Delta,Thermal Sensor capture: collected 499 images. No suspicious objects detected.,Thermal Sensor,0,0,79% battery,Aborted - Mechanical,Hermes 450-42 performed Patrol in Checkpoint Delta. No suspicious objects detected. Outcome: Aborted - Mechanical
2025-02-04 05:11:38,Jet,JAS 39,JAS 39-595,Reconnaissance,Sector B2,Thermal Sensor capture: collected 125 images. Detected 1 suspicious object(s).,Cannon,125,0,31% fuel,No Target Found,JAS 39-595 performed Reconnaissance in Sector B2. Detected 125 suspicious objects. Outcome: No Target Found
2025-02-01 20:59:38,Jet,Typhoon,Typhoon-591,Strike/Attack,Corridor 7,Engagement: fired Cannon at radar installation. Confirmed hits: 2. Estimated casualties: 1.,Cannon,0,1,23% fuel,Mission Completed,Typhoon-591 conducted a Strike/Attack in Corridor 7. Weapons used: Cannon. Outcome: Mission Completed
2025-05-17 18:04:38,Jet,F-16,F-16-454,Electronic Warfare,Zone X3,Engagement: fired Unguided Rocket at radar installation. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,18% fuel,Target Engaged,F-16-454 conducted a Electronic Warfare in Zone X3. Weapons used: Unguided Rocket. Outcome: Target Engaged
2025-01-08 08:06:38,Drone,MQ-1,MQ-1-7,Patrol,Corridor 7,Thermal Sensor capture: collected 36 images. No suspicious objects detected.,None,0,0,70% battery,Mission Completed,MQ-1-7 performed Patrol in Corridor 7. No suspicious objects detected. Outcome: Mission Completed
2025-08-15 03:22:38,Drone,RQ-11,RQ-11-71,Reconnaissance,Perimeter North,Thermal Sensor capture: collected 343 images. Detected 1 suspicious object(s).,None,343,0,92% battery,Mission Completed,RQ-11-71 performed Reconnaissance in Perimeter North. Detected 343 suspicious objects. Outcome: Mission Completed
2024-10-03 17:18:38,Drone,Grey Eagle,Grey Eagle-74,Reconnaissance,Corridor 7,Camera capture: collected 461 images. No suspicious objects detected.,Missile,0,0,73% battery,Mission Completed,Grey Eagle-74 performed Reconnaissance in Corridor 7. No suspicious objects detected. Outcome: Mission Completed
2025-07-19 15:51:38,Jet,F-16,F-16-109,Strike/Attack,Hilltop 4,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 2. Estimated casualties: 5.,Unguided Rocket,0,5,74% fuel,Target Engaged,F-16-109 conducted a Strike/Attack in Hilltop 4. Weapons used: Unguided Rocket. Outcome: Target Engaged
2024-11-10 22:02:38,Drone,Hermes 450,Hermes 450-60,Strike/Attack,Sector B2,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,53% battery,Return to Base - Low Fuel,Hermes 450-60 conducted a Strike/Attack in Sector B2. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2025-04-21 04:12:38,Drone,MQ-1,MQ-1-79,Patrol,Perimeter North,RADAR capture: collected 54 images. Detected 3 suspicious object(s).,None,54,0,27% battery,Target Engaged,MQ-1-79 performed Patrol in Perimeter North. Detected 54 suspicious objects. Outcome: Target Engaged
2025-04-30 20:13:38,Drone,RQ-11,RQ-11-34,Electronic Warfare,Sector B2,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 1. Estimated casualties: 5.,Precision-Guided Munition,0,5,56% battery,No Target Found,RQ-11-34 conducted a Electronic Warfare in Sector B2. Weapons used: Precision-Guided Munition. Outcome: No Target Found
